Gene Start End Germany_Passau_1800_HG_09 Sweden_Lund_1933_HG_15 Sweden_Lund_1933_HG_16 Sweden_Lund_1933_HG_20 Sweden_Lund_1933_HG0026 Sweden_Lund_1933_HG47203 Sweden_Lund_1933_HG47204 wMel_LabStrain_Gulbenkian wMel1_Finland wMel1_Portugal wMel2_Finland wMel2_Portugal wMelCS_LabStrain_Gulbenkian wMelCS1_Portugal wMelCS2_Portugal wMelCSPOP_LabStrain_Gulbenkian
WP_010962767.1-3 1089286 1090833 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010962768.1 671064 671792 Missing Complete Complete Missing Missing Complete Complete Missing Incomplete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962771.1 675038 675466 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962772.1 677086 678093 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete FrameShift FrameShift Complete Complete Complete FrameShift
WP_010962775.1 681091 681789 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962776.1 682028 682702 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962777.1 682742 683203 Complete Complete Complete Complete Missing Complete Complete FrameShift FrameShift Complete Complete Complete Complete Complete FrameShift Complete
WP_010962778.1 683251 684450 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962779.1 684450 685532 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete FrameShift Complete FrameShift Complete FrameShift
WP_010962780.1 687138 687815 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962781.1 687910 688338 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete FrameShift Complete FrameShift
WP_010962782.1 688412 689242 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962783.1 689249 689533 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962784.1 689534 689926 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962785.1 690007 691056 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962786.1 694014 695588 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962787.1 695543 696382 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962788.1 696505 698013 Missing Complete Complete Complete Missing Missing Complete Missing Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962789.1 698097 698546 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962790.1 698795 699991 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete FrameShift FrameShift FrameShift FrameShift Complete
WP_010962791.1 699991 700389 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_010962793.1 702105 703241 Complete Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete FrameShift FrameShift Complete Complete
WP_010962794.1 703284 704063 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete FrameShift Complete Complete FrameShift
WP_010962795.1 704053 704535 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete FrameShift Complete
WP_010962796.1 704555 705538 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962797.1 705864 706634 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962798.1 707193 709319 Missing Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962799.1 709544 710044 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962800.1 711775 713046 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift FrameShift FrameShift Complete FrameShift Complete Complete
WP_010962801.1 714667 716073 Missing Complete Complete Complete Missing Missing Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962802.1 716066 717088 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete FrameShift Complete Complete
WP_010962804.1 717339 718223 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete FrameShift Complete FrameShift Complete FrameShift FrameShift
WP_010962805.1 718216 719037 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift Complete Complete Complete FrameShift Complete Complete
WP_010962806.1 719245 721224 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962809.1 721661 722467 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962811.1 726462 727391 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962812.1 727388 727705 Complete Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962813.1 727721 729022 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962814.1 729108 730055 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962815.1 730042 730641 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962816.1 731590 732462 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962817.1 732578 732916 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962818.1 733914 734390 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962819.1 735747 737066 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962820.1 737941 738357 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962821.1 738350 738880 Complete Complete Missing Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962822.1 738997 740421 Missing Missing Missing Missing Missing Missing Incomplete Complete Complete Complete Complete Missing Incomplete Incomplete Incomplete Incomplete
WP_010962823.1 740998 741789 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962824.1 742480 744225 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962826.1 748106 748987 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962827.1 749026 751014 Missing Complete Complete Missing Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962828.1 751229 752551 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962830.1 753220 756549 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962831.1 758215 758448 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962832.1 758445 758678 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962833.1 758675 759967 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete FrameShift
WP_010962834.1 760210 761466 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962836.1 764869 766287 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962837.1 766433 766963 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962839.1 770166 771974 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962840.1 772707 773693 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete FrameShift FrameShift Complete FrameShift FrameShift
WP_010962841.1 773755 774324 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962842.1 774342 775340 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962847.1 779031 779201 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962848.1 779257 779901 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962849.1 779898 780245 Complete Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962850.1 780348 781616 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962851.1 781613 781984 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962852.1 781996 782250 Missing Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962853.1 782365 783861 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete FrameShift Complete FrameShift FrameShift Complete Complete
WP_010962854.1 783858 784520 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962856.1 785457 786278 Complete Complete Complete Missing Missing Complete Complete FrameShift Complete Complete FrameShift Complete FrameShift FrameShift FrameShift Complete
WP_010962857.1 786296 786883 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962858.1 787002 787472 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962859.1 788445 789272 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962860.1 789569 791590 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete Complete
WP_010962861.1 792186 792386 Missing Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962862.1 792657 792944 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962864.1 794119 794421 Missing Missing Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962866.1 796373 797407 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962867.1 797410 798282 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962868.1 798286 799779 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962871.1 802661 802855 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962872.1 802889 805348 Missing Complete Complete Complete Missing Missing Complete Complete Complete FrameShift FrameShift FrameShift Complete Complete FrameShift FrameShift
WP_010962873.1 805550 807457 Missing Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962876.1 809675 810052 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962877.1 810036 811076 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift Complete Complete
WP_010962879.1 811575 811712 Missing Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing
WP_010962881.1 813981 814571 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_010962882.1 816159 819887 Missing Complete Complete Missing Missing Missing Complete FrameShift Complete FrameShift Complete Complete FrameShift Complete Complete Complete
WP_010962883.1 819977 822955 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete PrematureStop
WP_010962884.1 822952 825339 Complete Complete Complete Missing Missing Missing Complete FrameShift FrameShift Complete Complete FrameShift Complete Complete FrameShift FrameShift
WP_010962885.1 825349 827904 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962886.1 827897 830302 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete FrameShift FrameShift Complete
WP_010962887.1 830312 830608 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962889.1 833193 835826 Missing Complete Complete Complete Missing Missing Complete FrameShift Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_010962890.1 835992 836435 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962891.1 836761 837126 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962892.1 837139 838038 Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962893.1 838119 839630 Missing Complete Complete Complete Missing Missing Complete Complete Complete FrameShift Complete Complete FrameShift Complete Complete FrameShift
WP_010962894.1 842103 843083 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962895.1 843454 844248 Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962896.1 844332 845687 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift FrameShift FrameShift Complete FrameShift FrameShift Complete Complete
WP_010962900.1 849392 850012 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962901.1 850140 850463 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962904.1 853004 853483 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962907.1 856387 857298 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete Complete
WP_010962908.1 857886 858299 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962910.1 858728 860476 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962911.1 860484 861230 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962917.1 869596 869868 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962918.1 869883 872156 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962921.1 878221 881319 Missing Complete Missing Missing Missing Complete Complete FrameShift FrameShift Complete FrameShift Complete FrameShift Complete Complete Complete
WP_010962922.1 881415 881927 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962923.1 881978 882118 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Missing FrameShift Missing Complete Complete
WP_010962924.1 882544 885339 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962925.1 885936 886247 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962927.1 888460 890034 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962928.1 890031 891242 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962929.1 891250 891534 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962930.1 891614 893536 Missing Complete Complete Missing Missing Complete Complete Complete Complete Incomplete Complete Complete Complete Complete Complete Complete
WP_010962931.1 893623 895386 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962932.1 895762 896037 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962934.1 898398 899279 Complete Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962936.1 900008 901438 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962938.1 902883 904496 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete
WP_010962940.1 868830 869237 Complete Complete Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962940.1-2 908139 908546 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010962941.1 908896 909873 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift
WP_010962942.1 910581 911303 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962943.1 911383 912147 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962944.1 913019 913150 Missing Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962945.1 913553 914587 Complete Complete Complete Missing Missing Complete Complete FrameShift FrameShift Incomplete FrameShift FrameShift Complete Complete Complete FrameShift
WP_010962948.1 918085 919551 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962950.1 919978 921144 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962951.1 922377 924293 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962952.1 925042 925629 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962953.1 925620 925928 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962955.1 927776 929218 Complete Complete Missing Complete Missing Missing Complete FrameShift Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962956.1 929215 930579 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962957.1 931637 931774 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Incomplete Complete Complete Complete
WP_010962959.1 935419 936672 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962960.1 937232 939133 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962961.1 939126 939413 Missing Missing Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962962.1 941973 942989 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962965.1 943832 944788 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962966.1 944781 945818 Missing Complete Complete Missing Missing Complete Complete FrameShift FrameShift Complete FrameShift FrameShift Complete Complete Complete Complete
WP_010962967.1 945829 946011 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962968.1 946922 947704 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962969.1 948719 949216 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962970.1 949289 950452 Complete Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962971.1 950732 951175 Missing Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962972.1 953149 953949 Missing Complete Missing Complete Missing Missing Missing FrameShift FrameShift Complete Complete Complete Complete Complete Complete Missing
WP_010962973.1 953984 955231 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962974.1 955518 956936 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962975.1 957154 957651 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962976.1 957905 958612 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift FrameShift Complete FrameShift Complete FrameShift FrameShift
WP_010962977.1 958612 959391 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962979.1 960488 963064 Missing Complete Complete Complete Missing Complete Complete Missing Complete Complete FrameShift Complete Complete Complete FrameShift FrameShift
WP_010962980.1 965367 966011 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962981.1 966409 966759 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962982.1 966880 968547 Missing Complete Complete Complete Missing Missing Complete FrameShift Complete FrameShift FrameShift Complete FrameShift Complete FrameShift FrameShift
WP_010962983.1 968556 970490 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962984.1 970904 972391 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962985.1 972395 974938 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962986.1 974993 976186 Missing Complete Complete Complete Missing Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962987.1 979094 980557 Missing Complete PrematureStop PrematureStop Missing PrematureStop Complete Complete Complete Complete Complete Incomplete Complete Complete Complete Complete
WP_010962988.1 982260 983510 Complete Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962989.1 983559 983741 Missing Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962990.1 984151 984861 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_010962991.1 985655 986692 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962992.1 989851 991044 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962993.1 993355 994584 Missing Complete Complete PrematureStop Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962994.1 994720 995940 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962995.1 995981 997258 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962999.1 998338 999762 Missing Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963000.1 1000449 1003835 Missing Complete Complete Missing Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963001.1 1004185 1005081 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010963002.1 1005134 1006123 Missing FrameShift FrameShift FrameShift Missing FrameShift FrameShift Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_010963004.1 1007001 1007579 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete FrameShift Complete
WP_010963005.1 1007592 1009058 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963006.1 1009060 1010403 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963007.1 1010426 1011196 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963008.1 1012073 1013140 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift Complete FrameShift FrameShift FrameShift
WP_010963009.1 1013765 1014727 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963010.1 1014695 1015984 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete FrameShift Complete Complete FrameShift Complete
WP_010963011.1 1015981 1016571 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963012.1 1016868 1017329 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963013.1 1017384 1018088 Complete Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift Complete Complete Complete Complete Complete Complete
WP_010963014.1 1018118 1018396 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963015.1 1019946 1020347 Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963016.1 1020520 1022121 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete FrameShift FrameShift FrameShift Complete
WP_010963017.1 1022125 1022457 Complete Complete Complete Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010963018.1 1023047 1023760 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963019.1 1024079 1024972 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete FrameShift Complete
WP_010963021.1 1026823 1027560 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010963022.1 1028039 1028797 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963026.1 1033248 1034474 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963027.1 1034495 1035247 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963030.1 1036634 1037977 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963032.1 1039825 1042707 Missing Complete Complete Missing Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_010963033.1 1043741 1046077 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete
WP_010963034.1 1046086 1047204 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963035.1 1047956 1048234 Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010963036.1 1048264 1049916 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
